trial_turn	event_id	turn_id	trace_id	session_id	user_subject	event_sequence	event_type	payload_json	created_at
1	c30c48a9-9479-452b-bf83-7a9beef04ead	a81f7653-f989-47ac-b502-d89375bae357	271140c9-b6d3-4bb3-996d-7bcbeff2f1b5	3J3LuS5wb6_OUPzv4smsPkV_yS07M3K0ku8H8Yg47Aw	eval-604e9c7d-ee3e-4196-a919-a6c0cf0b6cc3	1	USER_INPUT	{"accepted": true}	2026-09-01 17:03:30.634612
1	060823c4-d89a-45c9-ae0d-4b77eba0e914	a81f7653-f989-47ac-b502-d89375bae357	271140c9-b6d3-4bb3-996d-7bcbeff2f1b5	3J3LuS5wb6_OUPzv4smsPkV_yS07M3K0ku8H8Yg47Aw	eval-604e9c7d-ee3e-4196-a919-a6c0cf0b6cc3	2	CONTEXT_WINDOW	{"tokenBudget": 6144, "policyVersion": "session-context-v1", "includedTokens": 0, "tokenEstimator": "utf8-bytes-v1", "tokenWatermark": "low", "candidateTokens": 0, "includedTurnIds": [], "loadedTurnCount": 0, "olderTurnsAvailable": false, "omittedLoadedTurnCount": 0}	2026-09-01 17:03:30.639722
1	e90bea28-e53a-4d5b-b2da-5f547ec646b3	a81f7653-f989-47ac-b502-d89375bae357	271140c9-b6d3-4bb3-996d-7bcbeff2f1b5	3J3LuS5wb6_OUPzv4smsPkV_yS07M3K0ku8H8Yg47Aw	eval-604e9c7d-ee3e-4196-a919-a6c0cf0b6cc3	3	ROUTING_DECISION	{"tier": "standard", "signals": {"chitchat": false, "refundContext": true, "refundContextSource": "current"}, "toolProfile": "all", "attemptLimit": 16, "sessionPropagationEnabled": true}	2026-09-01 17:03:30.640087
1	4444f036-9bf4-4b68-9258-44ef4fa1545a	a81f7653-f989-47ac-b502-d89375bae357	271140c9-b6d3-4bb3-996d-7bcbeff2f1b5	3J3LuS5wb6_OUPzv4smsPkV_yS07M3K0ku8H8Yg47Aw	eval-604e9c7d-ee3e-4196-a919-a6c0cf0b6cc3	4	BUDGET_CHARGED	{"kind": "model_http", "limit": 16, "target": "primary", "attempt": 1}	2026-09-01 17:03:30.640320
1	39e5aa9f-48a1-4e89-8e68-8b432e524054	a81f7653-f989-47ac-b502-d89375bae357	271140c9-b6d3-4bb3-996d-7bcbeff2f1b5	3J3LuS5wb6_OUPzv4smsPkV_yS07M3K0ku8H8Yg47Aw	eval-604e9c7d-ee3e-4196-a919-a6c0cf0b6cc3	5	CIRCUIT_OUTCOME	{"state": "closed", "provider": "primary"}	2026-09-01 17:03:30.640563
1	39a22bcc-7b26-408a-8dad-f3840111f2bb	a81f7653-f989-47ac-b502-d89375bae357	271140c9-b6d3-4bb3-996d-7bcbeff2f1b5	3J3LuS5wb6_OUPzv4smsPkV_yS07M3K0ku8H8Yg47Aw	eval-604e9c7d-ee3e-4196-a919-a6c0cf0b6cc3	6	MODEL_OUTCOME	{"alias": "support-standard-primary", "result": "ok", "provider": "primary"}	2026-09-01 17:03:30.640796
1	7dbe0085-8edb-4432-9815-254057f58eb7	a81f7653-f989-47ac-b502-d89375bae357	271140c9-b6d3-4bb3-996d-7bcbeff2f1b5	3J3LuS5wb6_OUPzv4smsPkV_yS07M3K0ku8H8Yg47Aw	eval-604e9c7d-ee3e-4196-a919-a6c0cf0b6cc3	7	AGENT_OUTCOME	{"outcome": "completed"}	2026-09-01 17:03:30.641013
1	3d91b02a-9901-45b3-b825-a1a7df6a8470	a81f7653-f989-47ac-b502-d89375bae357	271140c9-b6d3-4bb3-996d-7bcbeff2f1b5	3J3LuS5wb6_OUPzv4smsPkV_yS07M3K0ku8H8Yg47Aw	eval-604e9c7d-ee3e-4196-a919-a6c0cf0b6cc3	8	ASSISTANT_RESPONSE	{"outcome": "completed"}	2026-09-01 17:03:30.641244
1	0546e4fe-d0a9-4224-b762-ae6f109a4707	a81f7653-f989-47ac-b502-d89375bae357	271140c9-b6d3-4bb3-996d-7bcbeff2f1b5	3J3LuS5wb6_OUPzv4smsPkV_yS07M3K0ku8H8Yg47Aw	eval-604e9c7d-ee3e-4196-a919-a6c0cf0b6cc3	9	TURN_COMPLETED	{"outcome": "completed"}	2026-09-01 17:03:30.641426
2	3fe53e2d-7112-4919-a707-b3f8c003be4c	b9a8d11f-6ba7-450d-8ac7-872bf4f31378	9dc43b61-1d7b-4e7d-802e-8335435e4780	3J3LuS5wb6_OUPzv4smsPkV_yS07M3K0ku8H8Yg47Aw	eval-604e9c7d-ee3e-4196-a919-a6c0cf0b6cc3	1	USER_INPUT	{"accepted": true}	2026-09-01 17:03:30.664215
